item_name,date,sale_units,stock_level,price,cost,stock_apple,stock_banana,stock_orange,stock_cucumber,stock_okra,stock_potato,stock_tomato,profit
Tropical Fruit Salad,2010-04-19,66,70,138,82,10950,7300,5110,5475,1825,8760,6205,2846
Garden Vegetable Medley,2010-04-19,61,64,133,79,9450,6300,4410,4725,1575,7560,5355,2471
Hearty Potato Curry,2010-04-19,53,56,167,100,8700,5800,4060,4350,1450,6960,4930,2717
Fruity Veggie Smoothie,2010-04-19,48,45,192,115,6900,4600,3220,3450,1150,5520,3910,2774
Spicy Veggie Stir-Fry,2010-04-19,66,73,195,117,11250,7500,5250,5625,1875,9000,6375,3705
Tropical Fruit Salad,2010-04-20,49,54,138,82,7950,5300,3710,3975,1325,6360,4505,2416
Garden Vegetable Medley,2010-04-20,50,54,133,79,7650,5100,3570,3825,1275,6120,4335,1823
Hearty Potato Curry,2010-04-20,56,60,167,100,8850,5900,4130,4425,1475,7080,5015,2784
Fruity Veggie Smoothie,2010-04-20,68,70,192,115,10350,6900,4830,5175,1725,8280,5865,4161
Spicy Veggie Stir-Fry,2010-04-20,68,72,195,117,11100,7400,5180,5550,1850,8880,6290,3627
Tropical Fruit Salad,2010-04-21,67,65,138,82,9900,6600,4620,4950,1650,7920,5610,2592
Garden Vegetable Medley,2010-04-21,57,59,133,79,9000,6000,4200,4500,1500,7200,5100,2176
Hearty Potato Curry,2010-04-21,57,51,167,100,7950,5300,3710,3975,1325,6360,4505,2716
Fruity Veggie Smoothie,2010-04-21,65,71,192,115,10650,7100,4970,5325,1775,8520,6035,4315
Spicy Veggie Stir-Fry,2010-04-21,63,64,195,117,9600,6400,4480,4800,1600,7680,5440,3432
Tropical Fruit Salad,2010-04-22,46,48,138,82,7200,4800,3360,3600,1200,5760,4080,1998
Garden Vegetable Medley,2010-04-22,68,75,133,79,10950,7300,5110,5475,1825,8760,6205,2612
Hearty Potato Curry,2010-04-22,48,49,167,100,7500,5000,3500,3750,1250,6000,4250,2014
Fruity Veggie Smoothie,2010-04-22,67,69,192,115,10500,7000,4900,5250,1750,8400,5950,4238
Spicy Veggie Stir-Fry,2010-04-22,67,77,195,117,11850,7900,5530,5925,1975,9480,6715,3822
Tropical Fruit Salad,2010-04-23,48,55,138,82,8100,5400,3780,4050,1350,6480,4590,1782
Garden Vegetable Medley,2010-04-23,49,53,133,79,7650,5100,3570,3825,1275,6120,4335,2089
Hearty Potato Curry,2010-04-23,50,55,167,100,8250,5500,3850,4125,1375,6600,4675,2683
Fruity Veggie Smoothie,2010-04-23,67,67,192,115,10050,6700,4690,5025,1675,8040,5695,3815
Spicy Veggie Stir-Fry,2010-04-23,62,67,195,117,10500,7000,4900,5250,1750,8400,5950,3705
Tropical Fruit Salad,2010-04-24,90,106,138,82,11250,7500,5250,5625,1875,9000,6375,3372
Garden Vegetable Medley,2010-04-24,65,78,133,79,7950,5300,3710,3975,1325,6360,4505,2064
Hearty Potato Curry,2010-04-24,82,115,167,100,11700,7800,5460,5850,1950,9360,6630,3055
Fruity Veggie Smoothie,2010-04-24,90,104,192,115,11700,7800,5460,5850,1950,9360,6630,4086
Spicy Veggie Stir-Fry,2010-04-24,72,101,195,117,10350,6900,4830,5175,1725,8280,5865,3237
Tropical Fruit Salad,2010-04-25,59,75,138,82,7800,5200,3640,3900,1300,6240,4420,1946
Garden Vegetable Medley,2010-04-25,70,79,133,79,8400,5600,3920,4200,1400,6720,4760,2226
Hearty Potato Curry,2010-04-25,59,72,167,100,7800,5200,3640,3900,1300,6240,4420,2315
Fruity Veggie Smoothie,2010-04-25,53,67,192,115,7350,4900,3430,3675,1225,5880,4165,2237
Spicy Veggie Stir-Fry,2010-04-25,85,105,195,117,11400,7600,5320,5700,1900,9120,6460,3588
Tropical Fruit Salad,2010-04-26,76,75,138,82,11250,7500,5250,5625,1875,9000,6375,3096
Garden Vegetable Medley,2010-04-26,59,57,133,79,8550,5700,3990,4275,1425,6840,4845,2413
Hearty Potato Curry,2010-04-26,76,79,167,100,12450,8300,5810,6225,2075,9960,7055,3390
Fruity Veggie Smoothie,2010-04-26,81,77,192,115,11100,7400,5180,5550,1850,8880,6290,4162
Spicy Veggie Stir-Fry,2010-04-26,60,68,195,117,10200,6800,4760,5100,1700,8160,5780,3159
Tropical Fruit Salad,2010-04-27,48,52,138,82,7800,5200,3640,3900,1300,6240,4420,1808
Garden Vegetable Medley,2010-04-27,52,49,133,79,7650,5100,3570,3825,1275,6120,4335,1956
Hearty Potato Curry,2010-04-27,57,63,167,100,9300,6200,4340,4650,1550,7440,5270,2484
Fruity Veggie Smoothie,2010-04-27,49,50,192,115,7800,5200,3640,3900,1300,6240,4420,2468
Spicy Veggie Stir-Fry,2010-04-27,68,66,195,117,9900,6600,4620,4950,1650,7920,5610,3783
Tropical Fruit Salad,2010-04-28,95,103,138,82,11550,7700,5390,5775,1925,9240,6545,3346
Garden Vegetable Medley,2010-04-28,94,107,133,79,11700,7800,5460,5850,1950,9360,6630,2616
Hearty Potato Curry,2010-04-28,89,101,167,100,10350,6900,4830,5175,1725,8280,5865,2953
Fruity Veggie Smoothie,2010-04-28,77,99,192,115,9900,6600,4620,4950,1650,7920,5610,3354
Spicy Veggie Stir-Fry,2010-04-28,76,90,195,117,9450,6300,4410,4725,1575,7560,5355,3939
Tropical Fruit Salad,2010-04-29,66,75,138,82,10950,7300,5110,5475,1825,8760,6205,2708
Garden Vegetable Medley,2010-04-29,62,60,133,79,9150,6100,4270,4575,1525,7320,5185,2363
Hearty Potato Curry,2010-04-29,45,46,167,100,7050,4700,3290,3525,1175,5640,3995,2481
Fruity Veggie Smoothie,2010-04-29,73,72,192,115,11250,7500,5250,5625,1875,9000,6375,3471
Spicy Veggie Stir-Fry,2010-04-29,53,59,195,117,8850,5900,4130,4425,1475,7080,5015,3432
Tropical Fruit Salad,2010-04-30,57,57,138,82,8400,5600,3920,4200,1400,6720,4760,2308
Garden Vegetable Medley,2010-04-30,61,70,133,79,10200,6800,4760,5100,1700,8160,5780,2475
Hearty Potato Curry,2010-04-30,64,68,167,100,10050,6700,4690,5025,1675,8040,5695,3320
Fruity Veggie Smoothie,2010-04-30,65,67,192,115,9900,6600,4620,4950,1650,7920,5610,3930
Spicy Veggie Stir-Fry,2010-04-30,70,80,195,117,11700,7800,5460,5850,1950,9360,6630,3549
Tropical Fruit Salad,2010-05-01,93,113,139,83,11700,7800,5460,5850,1950,9360,6630,3117
Garden Vegetable Medley,2010-05-01,66,82,134,80,8550,5700,3990,4275,1425,6840,4845,1872
Hearty Potato Curry,2010-05-01,80,91,168,100,9150,6100,4270,4575,1525,7320,5185,2972
Fruity Veggie Smoothie,2010-05-01,63,84,194,116,8100,5400,3780,4050,1350,6480,4590,2854
Spicy Veggie Stir-Fry,2010-05-01,80,93,197,118,9750,6500,4550,4875,1625,7800,5525,3953
Tropical Fruit Salad,2010-05-02,54,71,139,83,7650,5100,3570,3825,1275,6120,4335,1744
Garden Vegetable Medley,2010-05-02,87,97,134,80,10050,6700,4690,5025,1675,8040,5695,2814
Hearty Potato Curry,2010-05-02,97,126,168,100,12000,8000,5600,6000,2000,9600,6800,3424
Fruity Veggie Smoothie,2010-05-02,96,116,194,116,11700,7800,5460,5850,1950,9360,6630,4338
Spicy Veggie Stir-Fry,2010-05-02,71,96,197,118,9750,6500,4550,4875,1625,7800,5525,3362
Tropical Fruit Salad,2010-05-03,51,52,139,83,7950,5300,3710,3975,1325,6360,4505,1995
Garden Vegetable Medley,2010-05-03,75,79,134,80,11550,7700,5390,5775,1925,9240,6545,3086
Hearty Potato Curry,2010-05-03,57,56,168,100,8550,5700,3990,4275,1425,6840,4845,2700
Fruity Veggie Smoothie,2010-05-03,64,64,194,116,9900,6600,4620,4950,1650,7920,5610,3208
Spicy Veggie Stir-Fry,2010-05-03,66,74,197,118,10500,7000,4900,5250,1750,8400,5950,4348
Tropical Fruit Salad,2010-05-04,57,59,139,83,8850,5900,4130,4425,1475,7080,5015,2192
Garden Vegetable Medley,2010-05-04,50,55,134,80,8100,5400,3780,4050,1350,6480,4590,1710
Hearty Potato Curry,2010-05-04,52,63,168,100,9600,6400,4480,4800,1600,7680,5440,2840
Fruity Veggie Smoothie,2010-05-04,47,48,194,116,7350,4900,3430,3675,1225,5880,4165,2658
Spicy Veggie Stir-Fry,2010-05-04,73,81,197,118,11700,7800,5460,5850,1950,9360,6630,4586
Tropical Fruit Salad,2010-05-05,48,51,139,83,7500,5000,3500,3750,1250,6000,4250,1688
Garden Vegetable Medley,2010-05-05,70,74,134,80,11250,7500,5250,5625,1875,9000,6375,2978
Hearty Potato Curry,2010-05-05,79,75,168,100,11250,7500,5250,5625,1875,9000,6375,3420
Fruity Veggie Smoothie,2010-05-05,73,72,194,116,10500,7000,4900,5250,1750,8400,5950,3908
Spicy Veggie Stir-Fry,2010-05-05,43,50,197,118,7200,4800,3360,3600,1200,5760,4080,2216
Tropical Fruit Salad,2010-05-06,51,52,139,83,8100,5400,3780,4050,1350,6480,4590,1912
Garden Vegetable Medley,2010-05-06,52,53,134,80,7650,5100,3570,3825,1275,6120,4335,2218
Hearty Potato Curry,2010-05-06,71,73,168,100,10950,7300,5110,5475,1825,8760,6205,3284
Fruity Veggie Smoothie,2010-05-06,53,52,194,116,7950,5300,3710,3975,1325,6360,4505,3358
Spicy Veggie Stir-Fry,2010-05-06,61,61,197,118,9600,6400,4480,4800,1600,7680,5440,3677
Tropical Fruit Salad,2010-05-07,77,82,139,83,11850,7900,5530,5925,1975,9480,6715,3034
Garden Vegetable Medley,2010-05-07,74,78,134,80,12150,8100,5670,6075,2025,9720,6885,2632
Hearty Potato Curry,2010-05-07,69,72,168,100,11100,7400,5180,5550,1850,8880,6290,3352
Fruity Veggie Smoothie,2010-05-07,64,61,194,116,9150,6100,4270,4575,1525,7320,5185,3206
Spicy Veggie Stir-Fry,2010-05-07,71,70,197,118,10350,6900,4830,5175,1725,8280,5865,4072
Tropical Fruit Salad,2010-05-08,95,116,139,83,11100,7400,5180,5550,1850,8880,6290,3171
Garden Vegetable Medley,2010-05-08,73,87,134,80,9450,6300,4410,4725,1575,7560,5355,2062
Hearty Potato Curry,2010-05-08,77,100,168,100,10200,6800,4760,5100,1700,8160,5780,2776
Fruity Veggie Smoothie,2010-05-08,87,100,194,116,10050,6700,4690,5025,1675,8040,5695,3868
Spicy Veggie Stir-Fry,2010-05-08,96,111,197,118,11250,7500,5250,5625,1875,9000,6375,4546
Tropical Fruit Salad,2010-05-09,62,69,139,83,7350,4900,3430,3675,1225,5880,4165,2049
Garden Vegetable Medley,2010-05-09,56,69,134,80,7200,4800,3360,3600,1200,5760,4080,1520
Hearty Potato Curry,2010-05-09,77,94,168,100,9450,6300,4410,4725,1575,7560,5355,2604
Fruity Veggie Smoothie,2010-05-09,63,78,194,116,8550,5700,3990,4275,1425,6840,4845,2894
Spicy Veggie Stir-Fry,2010-05-09,64,78,197,118,7800,5200,3640,3900,1300,6240,4420,3123
Tropical Fruit Salad,2010-05-10,72,75,139,83,10950,7300,5110,5475,1825,8760,6205,2698
Garden Vegetable Medley,2010-05-10,73,83,134,80,11550,7700,5390,5775,1925,9240,6545,2952
Hearty Potato Curry,2010-05-10,54,53,168,100,7950,5300,3710,3975,1325,6360,4505,2596
Fruity Veggie Smoothie,2010-05-10,74,76,194,116,11100,7400,5180,5550,1850,8880,6290,4414
Spicy Veggie Stir-Fry,2010-05-10,51,59,197,118,8550,5700,3990,4275,1425,6840,4845,3124
Tropical Fruit Salad,2010-05-11,69,70,139,83,10050,6700,4690,5025,1675,8040,5695,2918
Garden Vegetable Medley,2010-05-11,77,80,134,80,12150,8100,5670,6075,2025,9720,6885,2900
Hearty Potato Curry,2010-05-11,81,75,168,100,11550,7700,5390,5775,1925,9240,6545,4060
Fruity Veggie Smoothie,2010-05-11,44,50,194,116,7200,4800,3360,3600,1200,5760,4080,2192
Spicy Veggie Stir-Fry,2010-05-11,78,74,197,118,11250,7500,5250,5625,1875,9000,6375,4349
Tropical Fruit Salad,2010-05-12,70,73,139,83,10650,7100,4970,5325,1775,8520,6035,2447
Garden Vegetable Medley,2010-05-12,73,74,134,80,11400,7600,5320,5700,1900,9120,6460,2630
Hearty Potato Curry,2010-05-12,69,69,168,100,10500,7000,4900,5250,1750,8400,5950,3080
Fruity Veggie Smoothie,2010-05-12,69,73,194,116,11250,7500,5250,5625,1875,9000,6375,4104
Spicy Veggie Stir-Fry,2010-05-12,69,70,197,118,10350,6900,4830,5175,1725,8280,5865,3875
Tropical Fruit Salad,2010-05-13,54,56,139,83,8400,5600,3920,4200,1400,6720,4760,1885
Garden Vegetable Medley,2010-05-13,70,82,134,80,12300,8200,5740,6150,2050,9840,6970,2686
Hearty Potato Curry,2010-05-13,69,69,168,100,10650,7100,4970,5325,1775,8520,6035,3484
Fruity Veggie Smoothie,2010-05-13,53,49,194,116,7650,5100,3570,3825,1275,6120,4335,3202
Spicy Veggie Stir-Fry,2010-05-13,71,76,197,118,11250,7500,5250,5625,1875,9000,6375,4152
Tropical Fruit Salad,2010-05-14,73,75,139,83,11400,7600,5320,5700,1900,9120,6460,2588
Garden Vegetable Medley,2010-05-14,65,70,134,80,10800,7200,5040,5400,1800,8640,6120,2950
Hearty Potato Curry,2010-05-14,49,52,168,100,7800,5200,3640,3900,1300,6240,4420,2192
Fruity Veggie Smoothie,2010-05-14,51,58,194,116,8550,5700,3990,4275,1425,6840,4845,3282
Spicy Veggie Stir-Fry,2010-05-14,71,73,197,118,10500,7000,4900,5250,1750,8400,5950,4151
Tropical Fruit Salad,2010-05-15,89,99,139,83,10200,6800,4760,5100,1700,8160,5780,2418
Garden Vegetable Medley,2010-05-15,101,116,134,80,11550,7700,5390,5775,1925,9240,6545,3220
Hearty Potato Curry,2010-05-15,97,121,168,100,12300,8200,5740,6150,2050,9840,6970,3392
Fruity Veggie Smoothie,2010-05-15,89,109,194,116,11100,7400,5180,5550,1850,8880,6290,4608
Spicy Veggie Stir-Fry,2010-05-15,98,107,197,118,11400,7600,5320,5700,1900,9120,6460,4625
Tropical Fruit Salad,2010-05-16,60,70,139,83,7050,4700,3290,3525,1175,5640,3995,1937
Garden Vegetable Medley,2010-05-16,84,114,134,80,11550,7700,5390,5775,1925,9240,6545,2684
Hearty Potato Curry,2010-05-16,76,100,168,100,10050,6700,4690,5025,1675,8040,5695,2708
Fruity Veggie Smoothie,2010-05-16,80,98,194,116,9750,6500,4550,4875,1625,7800,5525,3130
Spicy Veggie Stir-Fry,2010-05-16,84,90,197,118,9750,6500,4550,4875,1625,7800,5525,3756
Tropical Fruit Salad,2010-05-17,63,62,139,83,9000,6000,4200,4500,1500,7200,5100,2665
Garden Vegetable Medley,2010-05-17,70,71,134,80,10500,7000,4900,5250,1750,8400,5950,2976
Hearty Potato Curry,2010-05-17,70,71,168,100,10650,7100,4970,5325,1775,8520,6035,3652
Fruity Veggie Smoothie,2010-05-17,62,72,194,116,10950,7300,5110,5475,1825,8760,6205,3560
Spicy Veggie Stir-Fry,2010-05-17,63,63,197,118,9450,6300,4410,4725,1575,7560,5355,3204
Tropical Fruit Salad,2010-05-18,79,72,139,83,10950,7300,5110,5475,1825,8760,6205,3254
Garden Vegetable Medley,2010-05-18,54,53,134,80,7950,5300,3710,3975,1325,6360,4505,2326
Hearty Potato Curry,2010-05-18,61,59,168,100,8850,5900,4130,4425,1475,7080,5015,3004
Fruity Veggie Smoothie,2010-05-18,57,65,194,116,9900,6600,4620,4950,1650,7920,5610,3014
Spicy Veggie Stir-Fry,2010-05-18,50,56,197,118,8250,5500,3850,4125,1375,6600,4675,3163
Tropical Fruit Salad,2010-05-19,72,71,139,83,11100,7400,5180,5550,1850,8880,6290,3171
Garden Vegetable Medley,2010-05-19,72,76,134,80,11700,7800,5460,5850,1950,9360,6630,2470
Hearty Potato Curry,2010-05-19,63,61,168,100,9000,6000,4200,4500,1500,7200,5100,3240
Fruity Veggie Smoothie,2010-05-19,42,51,194,116,7650,5100,3570,3825,1275,6120,4335,2426
Spicy Veggie Stir-Fry,2010-05-19,59,63,197,118,9450,6300,4410,4725,1575,7560,5355,3795
Tropical Fruit Salad,2010-05-20,73,81,139,83,12150,8100,5670,6075,2025,9720,6885,2729
Garden Vegetable Medley,2010-05-20,87,74,134,80,11400,7600,5320,5700,1900,9120,6460,3032
Hearty Potato Curry,2010-05-20,63,58,168,100,8700,5800,4060,4350,1450,6960,4930,3104
Fruity Veggie Smoothie,2010-05-20,80,79,194,116,11550,7700,5390,5775,1925,9240,6545,4454
Spicy Veggie Stir-Fry,2010-05-20,82,73,197,118,10950,7300,5110,5475,1825,8760,6205,4585
Tropical Fruit Salad,2010-05-21,45,44,139,83,6900,4600,3220,3450,1150,5520,3910,1742
Garden Vegetable Medley,2010-05-21,81,84,134,80,12300,8200,5740,6150,2050,9840,6970,2686
Hearty Potato Curry,2010-05-21,53,52,168,100,7950,5300,3710,3975,1325,6360,4505,2764
Fruity Veggie Smoothie,2010-05-21,48,51,194,116,7800,5200,3640,3900,1300,6240,4420,2698
Spicy Veggie Stir-Fry,2010-05-21,71,79,197,118,11400,7600,5320,5700,1900,9120,6460,3837
Tropical Fruit Salad,2010-05-22,57,68,139,83,6900,4600,3220,3450,1150,5520,3910,1742
Garden Vegetable Medley,2010-05-22,95,103,134,80,11100,7400,5180,5550,1850,8880,6290,2388
Hearty Potato Curry,2010-05-22,82,104,168,100,10950,7300,5110,5475,1825,8760,6205,3116
Fruity Veggie Smoothie,2010-05-22,67,74,194,116,7800,5200,3640,3900,1300,6240,4420,3086
Spicy Veggie Stir-Fry,2010-05-22,77,96,197,118,10200,6800,4760,5100,1700,8160,5780,3993
Tropical Fruit Salad,2010-05-23,93,103,139,83,11100,7400,5180,5550,1850,8880,6290,3032
Garden Vegetable Medley,2010-05-23,87,108,134,80,10950,7300,5110,5475,1825,8760,6205,2602
Hearty Potato Curry,2010-05-23,97,119,168,100,11700,7800,5460,5850,1950,9360,6630,3120
Fruity Veggie Smoothie,2010-05-23,75,97,194,116,9150,6100,4270,4575,1525,7320,5185,3206
Spicy Veggie Stir-Fry,2010-05-23,61,76,197,118,7650,5100,3570,3825,1275,6120,4335,3044
Tropical Fruit Salad,2010-05-24,74,66,139,83,9900,6600,4620,4950,1650,7920,5610,2584
Garden Vegetable Medley,2010-05-24,48,53,134,80,7650,5100,3570,3825,1275,6120,4335,1816
Hearty Potato Curry,2010-05-24,52,55,168,100,8400,5600,3920,4200,1400,6720,4760,2296
Fruity Veggie Smoothie,2010-05-24,67,64,194,116,9900,6600,4620,4950,1650,7920,5610,3596
Spicy Veggie Stir-Fry,2010-05-24,61,73,197,118,10650,7100,4970,5325,1775,8520,6035,3639
Tropical Fruit Salad,2010-05-25,49,49,139,83,7500,5000,3500,3750,1250,6000,4250,1966
Garden Vegetable Medley,2010-05-25,63,60,134,80,9150,6100,4270,4575,1525,7320,5185,2624
Hearty Potato Curry,2010-05-25,66,65,168,100,10050,6700,4690,5025,1675,8040,5695,3380
Fruity Veggie Smoothie,2010-05-25,58,60,194,116,9150,6100,4270,4575,1525,7320,5185,2818
Spicy Veggie Stir-Fry,2010-05-25,51,50,197,118,7800,5200,3640,3900,1300,6240,4420,3320
Tropical Fruit Salad,2010-05-26,67,70,139,83,10050,6700,4690,5025,1675,8040,5695,2779
Garden Vegetable Medley,2010-05-26,62,63,134,80,9450,6300,4410,4725,1575,7560,5355,2196
Hearty Potato Curry,2010-05-26,77,77,168,100,11850,7900,5530,5925,1975,9480,6715,3188
Fruity Veggie Smoothie,2010-05-26,69,76,194,116,11400,7600,5320,5700,1900,9120,6460,3794
Spicy Veggie Stir-Fry,2010-05-26,54,57,197,118,8700,5800,4060,4350,1450,6960,4930,3400
Tropical Fruit Salad,2010-05-27,91,120,139,83,12000,8000,5600,6000,2000,9600,6800,2673
Garden Vegetable Medley,2010-05-27,62,84,134,80,8700,5800,4060,4350,1450,6960,4930,1926
Hearty Potato Curry,2010-05-27,63,80,168,100,8250,5500,3850,4125,1375,6600,4675,2564
Fruity Veggie Smoothie,2010-05-27,90,116,194,116,12150,8100,5670,6075,2025,9720,6885,3990
Spicy Veggie Stir-Fry,2010-05-27,75,87,197,118,9150,6100,4270,4575,1525,7320,5185,3440
Tropical Fruit Salad,2010-05-28,50,47,139,83,7350,4900,3430,3675,1225,5880,4165,1910
Garden Vegetable Medley,2010-05-28,55,51,134,80,7950,5300,3710,3975,1325,6360,4505,2192
Hearty Potato Curry,2010-05-28,56,53,168,100,8250,5500,3850,4125,1375,6600,4675,2396
Fruity Veggie Smoothie,2010-05-28,45,50,194,116,7200,4800,3360,3600,1200,5760,4080,2968
Spicy Veggie Stir-Fry,2010-05-28,70,73,197,118,11100,7400,5180,5550,1850,8880,6290,4467
Tropical Fruit Salad,2010-05-29,80,93,139,83,10050,6700,4690,5025,1675,8040,5695,2640
Garden Vegetable Medley,2010-05-29,89,107,134,80,11100,7400,5180,5550,1850,8880,6290,2924
Hearty Potato Curry,2010-05-29,88,113,168,100,11100,7400,5180,5550,1850,8880,6290,3016
Fruity Veggie Smoothie,2010-05-29,93,112,194,116,11400,7600,5320,5700,1900,9120,6460,4376
Spicy Veggie Stir-Fry,2010-05-29,63,74,197,118,7800,5200,3640,3900,1300,6240,4420,2532
Tropical Fruit Salad,2010-05-30,61,72,139,83,7500,5000,3500,3750,1250,6000,4250,1688
Garden Vegetable Medley,2010-05-30,81,104,134,80,9900,6600,4620,4950,1650,7920,5610,2760
Hearty Potato Curry,2010-05-30,78,91,168,100,9300,6200,4340,4650,1550,7440,5270,3208
Fruity Veggie Smoothie,2010-05-30,96,108,194,116,10950,7300,5110,5475,1825,8760,6205,3754
Spicy Veggie Stir-Fry,2010-05-30,96,108,197,118,11700,7800,5460,5850,1950,9360,6630,3995
Tropical Fruit Salad,2010-05-31,56,60,139,83,9000,6000,4200,4500,1500,7200,5100,2248
Garden Vegetable Medley,2010-05-31,60,61,134,80,9000,6000,4200,4500,1500,7200,5100,2570
Hearty Potato Curry,2010-05-31,55,56,168,100,8550,5700,3990,4275,1425,6840,4845,3036
Fruity Veggie Smoothie,2010-05-31,55,58,194,116,8700,5800,4060,4350,1450,6960,4930,2778
Spicy Veggie Stir-Fry,2010-05-31,43,44,197,118,6600,4400,3080,3300,1100,5280,3740,2688
Tropical Fruit Salad,2010-06-01,64,66,140,84,9750,6500,4550,4875,1625,7800,5525,2520
Garden Vegetable Medley,2010-06-01,48,52,135,81,7950,5300,3710,3975,1325,6360,4505,1917
Hearty Potato Curry,2010-06-01,50,54,169,101,7800,5200,3640,3900,1300,6240,4420,2184
Fruity Veggie Smoothie,2010-06-01,80,76,196,117,11550,7700,5390,5775,1925,9240,6545,4711
Spicy Veggie Stir-Fry,2010-06-01,75,64,199,119,10350,6900,4830,5175,1725,8280,5865,3928
Tropical Fruit Salad,2010-06-02,74,70,140,84,10350,6900,4830,5175,1725,8280,5865,2604
Garden Vegetable Medley,2010-06-02,60,56,135,81,8400,5600,3920,4200,1400,6720,4760,2214
Hearty Potato Curry,2010-06-02,76,79,169,101,12000,8000,5600,6000,2000,9600,6800,3581
Fruity Veggie Smoothie,2010-06-02,66,68,196,117,10200,6800,4760,5100,1700,8160,5780,3608
Spicy Veggie Stir-Fry,2010-06-02,55,54,199,119,7950,5300,3710,3975,1325,6360,4505,3245
Tropical Fruit Salad,2010-06-03,67,69,140,84,10650,7100,4970,5325,1775,8520,6035,2436
Garden Vegetable Medley,2010-06-03,62,65,135,81,9750,6500,4550,4875,1625,7800,5525,2565
Hearty Potato Curry,2010-06-03,50,51,169,101,7500,5000,3500,3750,1250,6000,4250,2217
Fruity Veggie Smoothie,2010-06-03,58,62,196,117,9300,6200,4340,4650,1550,7440,5270,2938
Spicy Veggie Stir-Fry,2010-06-03,70,73,199,119,10350,6900,4830,5175,1725,8280,5865,3729
Tropical Fruit Salad,2010-06-04,49,52,140,84,7800,5200,3640,3900,1300,6240,4420,1792
Garden Vegetable Medley,2010-06-04,54,51,135,81,7650,5100,3570,3825,1275,6120,4335,2214
Hearty Potato Curry,2010-06-04,69,60,169,101,9000,6000,4200,4500,1500,7200,5100,3066
Fruity Veggie Smoothie,2010-06-04,66,59,196,117,8850,5900,4130,4425,1475,7080,5015,3681
Spicy Veggie Stir-Fry,2010-06-04,64,65,199,119,9450,6300,4410,4725,1575,7560,5355,3846
Tropical Fruit Salad,2010-06-05,83,91,140,84,9600,6400,4480,4800,1600,7680,5440,2464
Garden Vegetable Medley,2010-06-05,84,95,135,81,9900,6600,4620,4950,1650,7920,5610,2349
Hearty Potato Curry,2010-06-05,102,107,169,101,11250,7500,5250,5625,1875,9000,6375,3748
Fruity Veggie Smoothie,2010-06-05,90,111,196,117,11400,7600,5320,5700,1900,9120,6460,4436
Spicy Veggie Stir-Fry,2010-06-05,73,76,199,119,7950,5300,3710,3975,1325,6360,4505,3444
Tropical Fruit Salad,2010-06-06,67,80,140,84,8250,5500,3850,4125,1375,6600,4675,2100
Garden Vegetable Medley,2010-06-06,88,98,135,81,9900,6600,4620,4950,1650,7920,5610,2619
Hearty Potato Curry,2010-06-06,63,70,169,101,7950,5300,3710,3975,1325,6360,4505,2590
Fruity Veggie Smoothie,2010-06-06,61,76,196,117,7650,5100,3570,3825,1275,6120,4335,2657
Spicy Veggie Stir-Fry,2010-06-06,70,78,199,119,8400,5600,3920,4200,1400,6720,4760,3286
Tropical Fruit Salad,2010-06-07,75,78,140,84,11850,7900,5530,5925,1975,9480,6715,2884
Garden Vegetable Medley,2010-06-07,59,57,135,81,8850,5900,4130,4425,1475,7080,5015,2511
Hearty Potato Curry,2010-06-07,62,60,169,101,9300,6200,4340,4650,1550,7440,5270,2695
Fruity Veggie Smoothie,2010-06-07,51,52,196,117,7950,5300,3710,3975,1325,6360,4505,2619
Spicy Veggie Stir-Fry,2010-06-07,73,74,199,119,10800,7200,5040,5400,1800,8640,6120,3969
Tropical Fruit Salad,2010-06-08,61,58,140,84,8400,5600,3920,4200,1400,6720,4760,2436
Garden Vegetable Medley,2010-06-08,67,67,135,81,10350,6900,4830,5175,1725,8280,5865,2241
Hearty Potato Curry,2010-06-08,49,46,169,101,7050,4700,3290,3525,1175,5640,3995,2520
Fruity Veggie Smoothie,2010-06-08,51,53,196,117,7800,5200,3640,3900,1300,6240,4420,2540
Spicy Veggie Stir-Fry,2010-06-08,68,70,199,119,11250,7500,5250,5625,1875,9000,6375,3612
Tropical Fruit Salad,2010-06-09,68,68,140,84,10350,6900,4830,5175,1725,8280,5865,2884
Garden Vegetable Medley,2010-06-09,71,72,135,81,10650,7100,4970,5325,1775,8520,6035,2619
Hearty Potato Curry,2010-06-09,73,82,169,101,12000,8000,5600,6000,2000,9600,6800,3243
Fruity Veggie Smoothie,2010-06-09,63,61,196,117,9450,6300,4410,4725,1575,7560,5355,3409
Spicy Veggie Stir-Fry,2010-06-09,55,53,199,119,7800,5200,3640,3900,1300,6240,4420,3165
Tropical Fruit Salad,2010-06-10,66,72,140,84,10800,7200,5040,5400,1800,8640,6120,2632
Garden Vegetable Medley,2010-06-10,71,69,135,81,10200,6800,4760,5100,1700,8160,5780,2727
Hearty Potato Curry,2010-06-10,55,57,169,101,8550,5700,3990,4275,1425,6840,4845,2355
Fruity Veggie Smoothie,2010-06-10,67,65,196,117,10500,7000,4900,5250,1750,8400,5950,4354
Spicy Veggie Stir-Fry,2010-06-10,73,74,199,119,11250,7500,5250,5625,1875,9000,6375,4607
Tropical Fruit Salad,2010-06-11,54,48,140,84,7350,4900,3430,3675,1225,5880,4165,2184
Garden Vegetable Medley,2010-06-11,61,58,135,81,8850,5900,4130,4425,1475,7080,5015,2106
