item_name,date,sale_units,stock_level,price,cost,stock_apple,stock_banana,stock_orange,stock_cucumber,stock_okra,stock_potato,stock_tomato,profit
Hearty Potato Curry,2013-06-26,69,79,228,136,11850,7900,5530,5925,1975,9480,6715,4988
Fruity Veggie Smoothie,2013-06-26,56,63,270,162,9450,6300,4410,4725,1575,7560,5355,4914
Spicy Veggie Stir-Fry,2013-06-26,60,72,272,163,10800,7200,5040,5400,1800,8640,6120,4584
Tropical Fruit Salad,2013-06-27,58,64,178,106,9600,6400,4480,4800,1600,7680,5440,3540
Garden Vegetable Medley,2013-06-27,63,72,172,103,10800,7200,5040,5400,1800,8640,6120,3420
Hearty Potato Curry,2013-06-27,56,64,228,136,9600,6400,4480,4800,1600,7680,5440,4064
Fruity Veggie Smoothie,2013-06-27,52,58,270,162,8700,5800,4060,4350,1450,6960,4930,4644
Spicy Veggie Stir-Fry,2013-06-27,55,60,272,163,9000,6000,4200,4500,1500,7200,5100,5180
Tropical Fruit Salad,2013-06-28,62,68,178,106,10200,6800,4760,5100,1700,8160,5780,3828
Garden Vegetable Medley,2013-06-28,56,67,172,103,10050,6700,4690,5025,1675,8040,5695,2731
Hearty Potato Curry,2013-06-28,56,67,228,136,10050,6700,4690,5025,1675,8040,5695,3656
Fruity Veggie Smoothie,2013-06-28,60,69,270,162,10350,6900,4830,5175,1725,8280,5865,5022
Spicy Veggie Stir-Fry,2013-06-28,65,78,272,163,11700,7800,5460,5850,1950,9360,6630,4966
Tropical Fruit Salad,2013-06-29,46,55,178,106,8250,5500,3850,4125,1375,6600,4675,2358
Garden Vegetable Medley,2013-06-29,69,76,172,103,11400,7600,5320,5700,1900,9120,6460,4040
Hearty Potato Curry,2013-06-29,57,65,228,136,9750,6500,4550,4875,1625,7800,5525,4156
Fruity Veggie Smoothie,2013-06-29,56,65,270,162,9750,6500,4550,4875,1625,7800,5525,4590
Spicy Veggie Stir-Fry,2013-06-29,47,54,272,163,8100,5400,3780,4050,1350,6480,4590,3982
Tropical Fruit Salad,2013-06-30,62,73,178,106,10950,7300,5110,5475,1825,8760,6205,3298
Garden Vegetable Medley,2013-06-30,54,61,172,103,9150,6100,4270,4575,1525,7320,5185,3005
Hearty Potato Curry,2013-06-30,51,59,228,136,8850,5900,4130,4425,1475,7080,5015,3604
Fruity Veggie Smoothie,2013-06-30,44,50,270,162,7500,5000,3500,3750,1250,6000,4250,3780
Spicy Veggie Stir-Fry,2013-06-30,64,73,272,163,10950,7300,5110,5475,1825,8760,6205,5509
Tropical Fruit Salad,2013-07-01,69,79,179,107,11850,7900,5530,5925,1975,9480,6715,3898
Garden Vegetable Medley,2013-07-01,49,57,174,104,8550,5700,3990,4275,1425,6840,4845,2598
Hearty Potato Curry,2013-07-01,65,73,230,138,10950,7300,5110,5475,1825,8760,6205,4876
Fruity Veggie Smoothie,2013-07-01,50,60,272,163,9000,6000,4200,4500,1500,7200,5100,3820
Spicy Veggie Stir-Fry,2013-07-01,63,74,274,164,11100,7400,5180,5550,1850,8880,6290,5126
Tropical Fruit Salad,2013-07-02,47,52,179,107,7800,5200,3640,3900,1300,6240,4420,2849
Garden Vegetable Medley,2013-07-02,50,60,174,104,9000,6000,4200,4500,1500,7200,5100,2460
Hearty Potato Curry,2013-07-02,55,62,230,138,9300,6200,4340,4650,1550,7440,5270,4094
Fruity Veggie Smoothie,2013-07-02,58,68,272,163,10200,6800,4760,5100,1700,8160,5780,4692
Spicy Veggie Stir-Fry,2013-07-02,58,69,274,164,10350,6900,4830,5175,1725,8280,5865,4576
Tropical Fruit Salad,2013-07-03,66,74,179,107,11100,7400,5180,5550,1850,8880,6290,3896
Garden Vegetable Medley,2013-07-03,42,48,174,104,7200,4800,3360,3600,1200,5760,4080,2316
Hearty Potato Curry,2013-07-03,48,57,230,138,8550,5700,3990,4275,1425,6840,4845,3174
Fruity Veggie Smoothie,2013-07-03,66,77,272,163,11550,7700,5390,5775,1925,9240,6545,5401
Spicy Veggie Stir-Fry,2013-07-03,56,62,274,164,9300,6200,4340,4650,1550,7440,5270,5176
Tropical Fruit Salad,2013-07-04,47,53,179,107,7950,5300,3710,3975,1325,6360,4505,2742
Garden Vegetable Medley,2013-07-04,50,55,174,104,8250,5500,3850,4125,1375,6600,4675,2980
Hearty Potato Curry,2013-07-04,63,72,230,138,10800,7200,5040,5400,1800,8640,6120,4554
Fruity Veggie Smoothie,2013-07-04,47,54,272,163,8100,5400,3780,4050,1350,6480,4590,3982
Spicy Veggie Stir-Fry,2013-07-04,48,56,274,164,8400,5600,3920,4200,1400,6720,4760,3968
Tropical Fruit Salad,2013-07-05,63,70,179,107,10500,7000,4900,5250,1750,8400,5950,3787
Garden Vegetable Medley,2013-07-05,49,56,174,104,8400,5600,3920,4200,1400,6720,4760,2702
Hearty Potato Curry,2013-07-05,59,67,230,138,10050,6700,4690,5025,1675,8040,5695,4324
Fruity Veggie Smoothie,2013-07-05,64,75,272,163,11250,7500,5250,5625,1875,9000,6375,5183
Spicy Veggie Stir-Fry,2013-07-05,57,68,274,164,10200,6800,4760,5100,1700,8160,5780,4466
Tropical Fruit Salad,2013-07-06,40,44,179,107,6600,4400,3080,3300,1100,5280,3740,2452
Garden Vegetable Medley,2013-07-06,48,56,174,104,8400,5600,3920,4200,1400,6720,4760,2528
Hearty Potato Curry,2013-07-06,69,81,230,138,12150,8100,5670,6075,2025,9720,6885,4692
Fruity Veggie Smoothie,2013-07-06,59,67,272,163,10050,6700,4690,5025,1675,8040,5695,5127
Spicy Veggie Stir-Fry,2013-07-06,58,63,274,164,9450,6300,4410,4725,1575,7560,5355,5560
Tropical Fruit Salad,2013-07-07,60,69,179,107,10350,6900,4830,5175,1725,8280,5865,3357
Garden Vegetable Medley,2013-07-07,41,46,174,104,6900,4600,3220,3450,1150,5520,3910,2350
Hearty Potato Curry,2013-07-07,54,60,230,138,9000,6000,4200,4500,1500,7200,5100,4140
Fruity Veggie Smoothie,2013-07-07,41,47,272,163,7050,4700,3290,3525,1175,5640,3995,3491
Spicy Veggie Stir-Fry,2013-07-07,62,71,274,164,10650,7100,4970,5325,1775,8520,6035,5344
Tropical Fruit Salad,2013-07-08,48,54,179,107,8100,5400,3780,4050,1350,6480,4590,2814
Garden Vegetable Medley,2013-07-08,40,46,174,104,6900,4600,3220,3450,1150,5520,3910,2176
Hearty Potato Curry,2013-07-08,64,73,230,138,10950,7300,5110,5475,1825,8760,6205,4646
Fruity Veggie Smoothie,2013-07-08,70,79,272,163,11850,7900,5530,5925,1975,9480,6715,6163
Spicy Veggie Stir-Fry,2013-07-08,53,62,274,164,9300,6200,4340,4650,1550,7440,5270,4354
Tropical Fruit Salad,2013-07-09,56,66,179,107,9900,6600,4620,4950,1650,7920,5610,2962
Garden Vegetable Medley,2013-07-09,42,50,174,104,7500,5000,3500,3750,1250,6000,4250,2108
Hearty Potato Curry,2013-07-09,58,69,230,138,10350,6900,4830,5175,1725,8280,5865,3818
Fruity Veggie Smoothie,2013-07-09,44,50,272,163,7500,5000,3500,3750,1250,6000,4250,3818
Spicy Veggie Stir-Fry,2013-07-09,66,72,274,164,10800,7200,5040,5400,1800,8640,6120,6276
Tropical Fruit Salad,2013-07-10,46,54,179,107,8100,5400,3780,4050,1350,6480,4590,2456
Garden Vegetable Medley,2013-07-10,41,49,174,104,7350,4900,3430,3675,1225,5880,4165,2038
Hearty Potato Curry,2013-07-10,68,75,230,138,11250,7500,5250,5625,1875,9000,6375,5290
Fruity Veggie Smoothie,2013-07-10,43,50,272,163,7500,5000,3500,3750,1250,6000,4250,3546
Spicy Veggie Stir-Fry,2013-07-10,47,52,274,164,7800,5200,3640,3900,1300,6240,4420,4350
Tropical Fruit Salad,2013-07-11,60,71,179,107,10650,7100,4970,5325,1775,8520,6035,3143
Garden Vegetable Medley,2013-07-11,63,74,174,104,11100,7400,5180,5550,1850,8880,6290,3266
Hearty Potato Curry,2013-07-11,58,68,230,138,10200,6800,4760,5100,1700,8160,5780,3956
Fruity Veggie Smoothie,2013-07-11,61,71,272,163,10650,7100,4970,5325,1775,8520,6035,5019
Spicy Veggie Stir-Fry,2013-07-11,62,70,274,164,10500,7000,4900,5250,1750,8400,5950,5508
Tropical Fruit Salad,2013-07-12,55,61,179,107,9150,6100,4270,4575,1525,7320,5185,3318
Garden Vegetable Medley,2013-07-12,53,59,174,104,8850,5900,4130,4425,1475,7080,5015,3086
Hearty Potato Curry,2013-07-12,60,68,230,138,10200,6800,4760,5100,1700,8160,5780,4416
Fruity Veggie Smoothie,2013-07-12,67,78,272,163,11700,7800,5460,5850,1950,9360,6630,5510
Spicy Veggie Stir-Fry,2013-07-12,62,73,274,164,10950,7300,5110,5475,1825,8760,6205,5016
Tropical Fruit Salad,2013-07-13,50,55,179,107,8250,5500,3850,4125,1375,6600,4675,3065
Garden Vegetable Medley,2013-07-13,68,81,174,104,12150,8100,5670,6075,2025,9720,6885,3408
Hearty Potato Curry,2013-07-13,54,60,230,138,9000,6000,4200,4500,1500,7200,5100,4140
Fruity Veggie Smoothie,2013-07-13,56,67,272,163,10050,6700,4690,5025,1675,8040,5695,4311
Spicy Veggie Stir-Fry,2013-07-13,62,68,274,164,10200,6800,4760,5100,1700,8160,5780,5836
Tropical Fruit Salad,2013-07-14,64,73,179,107,10950,7300,5110,5475,1825,8760,6205,3645
Garden Vegetable Medley,2013-07-14,46,51,174,104,7650,5100,3570,3825,1275,6120,4335,2700
Hearty Potato Curry,2013-07-14,51,60,230,138,9000,6000,4200,4500,1500,7200,5100,3450
Fruity Veggie Smoothie,2013-07-14,49,57,272,163,8550,5700,3990,4275,1425,6840,4845,4037
Spicy Veggie Stir-Fry,2013-07-14,48,55,274,164,8250,5500,3850,4125,1375,6600,4675,4132
Tropical Fruit Salad,2013-07-15,51,56,179,107,8400,5600,3920,4200,1400,6720,4760,3137
Garden Vegetable Medley,2013-07-15,42,50,174,104,7500,5000,3500,3750,1250,6000,4250,2108
Hearty Potato Curry,2013-07-15,53,58,230,138,8700,5800,4060,4350,1450,6960,4930,4186
Fruity Veggie Smoothie,2013-07-15,47,56,272,163,8400,5600,3920,4200,1400,6720,4760,3656
Spicy Veggie Stir-Fry,2013-07-15,48,52,274,164,7800,5200,3640,3900,1300,6240,4420,4624
Tropical Fruit Salad,2013-07-16,50,57,179,107,8550,5700,3990,4275,1425,6840,4845,2851
Garden Vegetable Medley,2013-07-16,62,71,174,104,10650,7100,4970,5325,1775,8520,6035,3404
Hearty Potato Curry,2013-07-16,44,49,230,138,7350,4900,3430,3675,1225,5880,4165,3358
Fruity Veggie Smoothie,2013-07-16,53,63,272,163,9450,6300,4410,4725,1575,7560,5355,4147
Spicy Veggie Stir-Fry,2013-07-16,64,76,274,164,11400,7600,5320,5700,1900,9120,6460,5072
Tropical Fruit Salad,2013-07-17,43,49,179,107,7350,4900,3430,3675,1225,5880,4165,2454
Garden Vegetable Medley,2013-07-17,68,80,174,104,12000,8000,5600,6000,2000,9600,6800,3512
Hearty Potato Curry,2013-07-17,42,46,230,138,6900,4600,3220,3450,1150,5520,3910,3312
Fruity Veggie Smoothie,2013-07-17,67,79,272,163,11850,7900,5530,5925,1975,9480,6715,5347
Spicy Veggie Stir-Fry,2013-07-17,66,75,274,164,11250,7500,5250,5625,1875,9000,6375,5784
Tropical Fruit Salad,2013-07-18,49,58,179,107,8700,5800,4060,4350,1450,6960,4930,2565
Garden Vegetable Medley,2013-07-18,52,57,174,104,8550,5700,3990,4275,1425,6840,4845,3120
Hearty Potato Curry,2013-07-18,70,83,230,138,12450,8300,5810,6225,2075,9960,7055,4646
Fruity Veggie Smoothie,2013-07-18,45,50,272,163,7500,5000,3500,3750,1250,6000,4250,4090
Spicy Veggie Stir-Fry,2013-07-18,53,59,274,164,8850,5900,4130,4425,1475,7080,5015,4846
Tropical Fruit Salad,2013-07-19,48,55,179,107,8250,5500,3850,4125,1375,6600,4675,2707
Garden Vegetable Medley,2013-07-19,49,53,174,104,7950,5300,3710,3975,1325,6360,4505,3014
Hearty Potato Curry,2013-07-19,46,55,230,138,8250,5500,3850,4125,1375,6600,4675,2990
Fruity Veggie Smoothie,2013-07-19,65,77,272,163,11550,7700,5390,5775,1925,9240,6545,5129
Spicy Veggie Stir-Fry,2013-07-19,52,59,274,164,8850,5900,4130,4425,1475,7080,5015,4572
Tropical Fruit Salad,2013-07-20,49,56,179,107,8400,5600,3920,4200,1400,6720,4760,2779
Garden Vegetable Medley,2013-07-20,54,63,174,104,9450,6300,4410,4725,1575,7560,5355,2844
Hearty Potato Curry,2013-07-20,44,51,230,138,7650,5100,3570,3825,1275,6120,4335,3082
Fruity Veggie Smoothie,2013-07-20,49,56,272,163,8400,5600,3920,4200,1400,6720,4760,4200
Spicy Veggie Stir-Fry,2013-07-20,40,47,274,164,7050,4700,3290,3525,1175,5640,3995,3252
Tropical Fruit Salad,2013-07-21,44,51,179,107,7650,5100,3570,3825,1275,6120,4335,2419
Garden Vegetable Medley,2013-07-21,59,66,174,104,9900,6600,4620,4950,1650,7920,5610,3402
Hearty Potato Curry,2013-07-21,63,71,230,138,10650,7100,4970,5325,1775,8520,6035,4692
Fruity Veggie Smoothie,2013-07-21,63,74,272,163,11100,7400,5180,5550,1850,8880,6290,5074
Spicy Veggie Stir-Fry,2013-07-21,56,61,274,164,9150,6100,4270,4575,1525,7320,5185,5340
Tropical Fruit Salad,2013-07-22,45,50,179,107,7500,5000,3500,3750,1250,6000,4250,2705
Garden Vegetable Medley,2013-07-22,40,48,174,104,7200,4800,3360,3600,1200,5760,4080,1968
Hearty Potato Curry,2013-07-22,43,50,230,138,7500,5000,3500,3750,1250,6000,4250,2990
Fruity Veggie Smoothie,2013-07-22,49,57,272,163,8550,5700,3990,4275,1425,6840,4845,4037
Spicy Veggie Stir-Fry,2013-07-22,64,73,274,164,10950,7300,5110,5475,1825,8760,6205,5564
Tropical Fruit Salad,2013-07-23,50,57,179,107,8550,5700,3990,4275,1425,6840,4845,2851
Garden Vegetable Medley,2013-07-23,43,47,174,104,7050,4700,3290,3525,1175,5640,3995,2594
Hearty Potato Curry,2013-07-23,51,61,230,138,9150,6100,4270,4575,1525,7320,5185,3312
Fruity Veggie Smoothie,2013-07-23,54,59,272,163,8850,5900,4130,4425,1475,7080,5015,5071
Spicy Veggie Stir-Fry,2013-07-23,67,78,274,164,11700,7800,5460,5850,1950,9360,6630,5566
Tropical Fruit Salad,2013-07-24,52,61,179,107,9150,6100,4270,4575,1525,7320,5185,2781
Garden Vegetable Medley,2013-07-24,54,60,174,104,9000,6000,4200,4500,1500,7200,5100,3156
Hearty Potato Curry,2013-07-24,61,72,230,138,10800,7200,5040,5400,1800,8640,6120,4094
Fruity Veggie Smoothie,2013-07-24,60,71,272,163,10650,7100,4970,5325,1775,8520,6035,4747
Spicy Veggie Stir-Fry,2013-07-24,51,60,274,164,9000,6000,4200,4500,1500,7200,5100,4134
Tropical Fruit Salad,2013-07-25,59,69,179,107,10350,6900,4830,5175,1725,8280,5865,3178
Garden Vegetable Medley,2013-07-25,43,47,174,104,7050,4700,3290,3525,1175,5640,3995,2594
Hearty Potato Curry,2013-07-25,53,63,230,138,9450,6300,4410,4725,1575,7560,5355,3496
Fruity Veggie Smoothie,2013-07-25,68,77,272,163,11550,7700,5390,5775,1925,9240,6545,5945
Spicy Veggie Stir-Fry,2013-07-25,65,75,274,164,11250,7500,5250,5625,1875,9000,6375,5510
Tropical Fruit Salad,2013-07-26,46,52,179,107,7800,5200,3640,3900,1300,6240,4420,2670
Garden Vegetable Medley,2013-07-26,43,50,174,104,7500,5000,3500,3750,1250,6000,4250,2282
Hearty Potato Curry,2013-07-26,61,71,230,138,10650,7100,4970,5325,1775,8520,6035,4232
Fruity Veggie Smoothie,2013-07-26,67,79,272,163,11850,7900,5530,5925,1975,9480,6715,5347
Spicy Veggie Stir-Fry,2013-07-26,54,61,274,164,9150,6100,4270,4575,1525,7320,5185,4792
Tropical Fruit Salad,2013-07-27,55,62,179,107,9300,6200,4340,4650,1550,7440,5270,3211
Garden Vegetable Medley,2013-07-27,55,66,174,104,9900,6600,4620,4950,1650,7920,5610,2706
Hearty Potato Curry,2013-07-27,61,72,230,138,10800,7200,5040,5400,1800,8640,6120,4094
Fruity Veggie Smoothie,2013-07-27,56,65,272,163,9750,6500,4550,4875,1625,7800,5525,4637
Spicy Veggie Stir-Fry,2013-07-27,46,51,274,164,7650,5100,3570,3825,1275,6120,4335,4240
Tropical Fruit Salad,2013-07-28,49,58,179,107,8700,5800,4060,4350,1450,6960,4930,2565
Garden Vegetable Medley,2013-07-28,47,51,174,104,7650,5100,3570,3825,1275,6120,4335,2874
Hearty Potato Curry,2013-07-28,61,69,230,138,10350,6900,4830,5175,1725,8280,5865,4508
Fruity Veggie Smoothie,2013-07-28,66,74,272,163,11100,7400,5180,5550,1850,8880,6290,5890
Spicy Veggie Stir-Fry,2013-07-28,44,52,274,164,7800,5200,3640,3900,1300,6240,4420,3528
Tropical Fruit Salad,2013-07-29,58,64,179,107,9600,6400,4480,4800,1600,7680,5440,3534
Garden Vegetable Medley,2013-07-29,62,69,174,104,10350,6900,4830,5175,1725,8280,5865,3612
Hearty Potato Curry,2013-07-29,62,68,230,138,10200,6800,4760,5100,1700,8160,5780,4876
Fruity Veggie Smoothie,2013-07-29,56,63,272,163,9450,6300,4410,4725,1575,7560,5355,4963
Spicy Veggie Stir-Fry,2013-07-29,62,74,274,164,11100,7400,5180,5550,1850,8880,6290,4852
Tropical Fruit Salad,2013-07-30,64,73,179,107,10950,7300,5110,5475,1825,8760,6205,3645
Garden Vegetable Medley,2013-07-30,59,65,174,104,9750,6500,4550,4875,1625,7800,5525,3506
Hearty Potato Curry,2013-07-30,68,78,230,138,11700,7800,5460,5850,1950,9360,6630,4876
Fruity Veggie Smoothie,2013-07-30,69,75,272,163,11250,7500,5250,5625,1875,9000,6375,6543
Spicy Veggie Stir-Fry,2013-07-30,69,82,274,164,12300,8200,5740,6150,2050,9840,6970,5458
Tropical Fruit Salad,2013-07-31,67,79,179,107,11850,7900,5530,5925,1975,9480,6715,3540
Garden Vegetable Medley,2013-07-31,46,50,174,104,7500,5000,3500,3750,1250,6000,4250,2804
Hearty Potato Curry,2013-07-31,51,60,230,138,9000,6000,4200,4500,1500,7200,5100,3450
Fruity Veggie Smoothie,2013-07-31,57,65,272,163,9750,6500,4550,4875,1625,7800,5525,4909
Spicy Veggie Stir-Fry,2013-07-31,46,50,274,164,7500,5000,3500,3750,1250,6000,4250,4404
Tropical Fruit Salad,2013-08-01,69,80,180,108,12000,8000,5600,6000,2000,9600,6800,3780
Garden Vegetable Medley,2013-08-01,69,76,175,105,11400,7600,5320,5700,1900,9120,6460,4095
Hearty Potato Curry,2013-08-01,46,52,232,139,7800,5200,3640,3900,1300,6240,4420,3444
Fruity Veggie Smoothie,2013-08-01,53,60,275,165,9000,6000,4200,4500,1500,7200,5100,4675
Spicy Veggie Stir-Fry,2013-08-01,48,57,277,166,8550,5700,3990,4275,1425,6840,4845,3834
Tropical Fruit Salad,2013-08-02,67,73,180,108,10950,7300,5110,5475,1825,8760,6205,4176
Garden Vegetable Medley,2013-08-02,60,67,175,105,10050,6700,4690,5025,1675,8040,5695,3465
Hearty Potato Curry,2013-08-02,67,77,232,139,11550,7700,5390,5775,1925,9240,6545,4841
Fruity Veggie Smoothie,2013-08-02,50,55,275,165,8250,5500,3850,4125,1375,6600,4675,4675
Spicy Veggie Stir-Fry,2013-08-02,64,76,277,166,11400,7600,5320,5700,1900,9120,6460,5112
Tropical Fruit Salad,2013-08-03,50,59,180,108,8850,5900,4130,4425,1475,7080,5015,2628
Garden Vegetable Medley,2013-08-03,54,59,175,105,8850,5900,4130,4425,1475,7080,5015,3255
Hearty Potato Curry,2013-08-03,40,47,232,139,7050,4700,3290,3525,1175,5640,3995,2747
Fruity Veggie Smoothie,2013-08-03,62,73,275,165,10950,7300,5110,5475,1825,8760,6205,5005
Spicy Veggie Stir-Fry,2013-08-03,58,65,277,166,9750,6500,4550,4875,1625,7800,5525,5276
Tropical Fruit Salad,2013-08-04,60,69,180,108,10350,6900,4830,5175,1725,8280,5865,3348
Garden Vegetable Medley,2013-08-04,62,70,175,105,10500,7000,4900,5250,1750,8400,5950,3500
Hearty Potato Curry,2013-08-04,50,59,232,139,8850,5900,4130,4425,1475,7080,5015,3399
Fruity Veggie Smoothie,2013-08-04,58,65,275,165,9750,6500,4550,4875,1625,7800,5525,5225
Spicy Veggie Stir-Fry,2013-08-04,52,62,277,166,9300,6200,4340,4650,1550,7440,5270,4112
Tropical Fruit Salad,2013-08-05,63,70,180,108,10500,7000,4900,5250,1750,8400,5950,3780
Garden Vegetable Medley,2013-08-05,67,73,175,105,10950,7300,5110,5475,1825,8760,6205,4060
Hearty Potato Curry,2013-08-05,40,47,232,139,7050,4700,3290,3525,1175,5640,3995,2747
Fruity Veggie Smoothie,2013-08-05,43,51,275,165,7650,5100,3570,3825,1275,6120,4335,3410
Spicy Veggie Stir-Fry,2013-08-05,56,64,277,166,9600,6400,4480,4800,1600,7680,5440,4888
Tropical Fruit Salad,2013-08-06,59,68,180,108,10200,6800,4760,5100,1700,8160,5780,3276
Garden Vegetable Medley,2013-08-06,53,59,175,105,8850,5900,4130,4425,1475,7080,5015,3080
Hearty Potato Curry,2013-08-06,67,79,232,139,11850,7900,5530,5925,1975,9480,6715,4563
Fruity Veggie Smoothie,2013-08-06,63,73,275,165,10950,7300,5110,5475,1825,8760,6205,5280
Spicy Veggie Stir-Fry,2013-08-06,63,69,277,166,10350,6900,4830,5175,1725,8280,5865,5997
Tropical Fruit Salad,2013-08-07,63,74,180,108,11100,7400,5180,5550,1850,8880,6290,3348
Garden Vegetable Medley,2013-08-07,60,68,175,105,10200,6800,4760,5100,1700,8160,5780,3360
Hearty Potato Curry,2013-08-07,68,77,232,139,11550,7700,5390,5775,1925,9240,6545,5073
Fruity Veggie Smoothie,2013-08-07,51,57,275,165,8550,5700,3990,4275,1425,6840,4845,4620
Spicy Veggie Stir-Fry,2013-08-07,48,55,277,166,8250,5500,3850,4125,1375,6600,4675,4166
Tropical Fruit Salad,2013-08-08,62,73,180,108,10950,7300,5110,5475,1825,8760,6205,3276
Garden Vegetable Medley,2013-08-08,54,60,175,105,9000,6000,4200,4500,1500,7200,5100,3150
Hearty Potato Curry,2013-08-08,46,54,232,139,8100,5400,3780,4050,1350,6480,4590,3166
Fruity Veggie Smoothie,2013-08-08,58,69,275,165,10350,6900,4830,5175,1725,8280,5865,4565
Spicy Veggie Stir-Fry,2013-08-08,67,77,277,166,11550,7700,5390,5775,1925,9240,6545,5777
Tropical Fruit Salad,2013-08-09,49,55,180,108,8250,5500,3850,4125,1375,6600,4675,2880
Garden Vegetable Medley,2013-08-09,40,48,175,105,7200,4800,3360,3600,1200,5760,4080,1960
Hearty Potato Curry,2013-08-09,46,54,232,139,8100,5400,3780,4050,1350,6480,4590,3166
Fruity Veggie Smoothie,2013-08-09,55,60,275,165,9000,6000,4200,4500,1500,7200,5100,5225
Spicy Veggie Stir-Fry,2013-08-09,55,65,277,166,9750,6500,4550,4875,1625,7800,5525,4445
Tropical Fruit Salad,2013-08-10,50,55,180,108,8250,5500,3850,4125,1375,6600,4675,3060
Garden Vegetable Medley,2013-08-10,63,73,175,105,10950,7300,5110,5475,1825,8760,6205,3360
Hearty Potato Curry,2013-08-10,46,53,232,139,7950,5300,3710,3975,1325,6360,4505,3305
Fruity Veggie Smoothie,2013-08-10,69,77,275,165,11550,7700,5390,5775,1925,9240,6545,6270
Spicy Veggie Stir-Fry,2013-08-10,47,51,277,166,7650,5100,3570,3825,1275,6120,4335,4553
Tropical Fruit Salad,2013-08-11,42,48,180,108,7200,4800,3360,3600,1200,5760,4080,2376
Garden Vegetable Medley,2013-08-11,68,75,175,105,11250,7500,5250,5625,1875,9000,6375,4025
Hearty Potato Curry,2013-08-11,49,58,232,139,8700,5800,4060,4350,1450,6960,4930,3306
Fruity Veggie Smoothie,2013-08-11,56,66,275,165,9900,6600,4620,4950,1650,7920,5610,4510
Spicy Veggie Stir-Fry,2013-08-11,61,72,277,166,10800,7200,5040,5400,1800,8640,6120,4945
Tropical Fruit Salad,2013-08-12,67,74,180,108,11100,7400,5180,5550,1850,8880,6290,4068
Garden Vegetable Medley,2013-08-12,46,52,175,105,7800,5200,3640,3900,1300,6240,4420,2590
Hearty Potato Curry,2013-08-12,56,67,232,139,10050,6700,4690,5025,1675,8040,5695,3679
Fruity Veggie Smoothie,2013-08-12,59,69,275,165,10350,6900,4830,5175,1725,8280,5865,4840
Spicy Veggie Stir-Fry,2013-08-12,57,67,277,166,10050,6700,4690,5025,1675,8040,5695,4667
Tropical Fruit Salad,2013-08-13,49,55,180,108,8250,5500,3850,4125,1375,6600,4675,2880
Garden Vegetable Medley,2013-08-13,52,61,175,105,9150,6100,4270,4575,1525,7320,5185,2695
Hearty Potato Curry,2013-08-13,41,45,232,139,6750,4500,3150,3375,1125,5400,3825,3257
Fruity Veggie Smoothie,2013-08-13,48,56,275,165,8400,5600,3920,4200,1400,6720,4760,3960
Spicy Veggie Stir-Fry,2013-08-13,51,56,277,166,8400,5600,3920,4200,1400,6720,4760,4831
Tropical Fruit Salad,2013-08-14,62,70,180,108,10500,7000,4900,5250,1750,8400,5950,3600
Garden Vegetable Medley,2013-08-14,61,70,175,105,10500,7000,4900,5250,1750,8400,5950,3325
Hearty Potato Curry,2013-08-14,47,55,232,139,8250,5500,3850,4125,1375,6600,4675,3259
Fruity Veggie Smoothie,2013-08-14,44,52,275,165,7800,5200,3640,3900,1300,6240,4420,3520
Spicy Veggie Stir-Fry,2013-08-14,46,50,277,166,7500,5000,3500,3750,1250,6000,4250,4442
Tropical Fruit Salad,2013-08-15,68,79,180,108,11850,7900,5530,5925,1975,9480,6715,3708
Garden Vegetable Medley,2013-08-15,53,62,175,105,9300,6200,4340,4650,1550,7440,5270,2765
Hearty Potato Curry,2013-08-15,52,62,232,139,9300,6200,4340,4650,1550,7440,5270,3446
Fruity Veggie Smoothie,2013-08-15,51,60,275,165,9000,6000,4200,4500,1500,7200,5100,4125
Spicy Veggie Stir-Fry,2013-08-15,66,72,277,166,10800,7200,5040,5400,1800,8640,6120,6330
Tropical Fruit Salad,2013-08-16,60,70,180,108,10500,7000,4900,5250,1750,8400,5950,3240
Garden Vegetable Medley,2013-08-16,66,73,175,105,10950,7300,5110,5475,1825,8760,6205,3885
Hearty Potato Curry,2013-08-16,61,73,232,139,10950,7300,5110,5475,1825,8760,6205,4005
Fruity Veggie Smoothie,2013-08-16,46,55,275,165,8250,5500,3850,4125,1375,6600,4675,3575
Spicy Veggie Stir-Fry,2013-08-16,53,58,277,166,8700,5800,4060,4350,1450,6960,4930,5053
Tropical Fruit Salad,2013-08-17,50,59,180,108,8850,5900,4130,4425,1475,7080,5015,2628
Garden Vegetable Medley,2013-08-17,42,47,175,105,7050,4700,3290,3525,1175,5640,3995,2415
Hearty Potato Curry,2013-08-17,57,68,232,139,10200,6800,4760,5100,1700,8160,5780,3772
Fruity Veggie Smoothie,2013-08-17,59,64,275,165,9600,6400,4480,4800,1600,7680,5440,5665
Spicy Veggie Stir-Fry,2013-08-17,49,57,277,166,8550,5700,3990,4275,1425,6840,4845,4111
Tropical Fruit Salad,2013-08-18,41,46,180,108,6900,4600,3220,3450,1150,5520,3910,2412
Garden Vegetable Medley,2013-08-18,45,52,175,105,7800,5200,3640,3900,1300,6240,4420,2415
Hearty Potato Curry,2013-08-18,69,75,232,139,11250,7500,5250,5625,1875,9000,6375,5583
Fruity Veggie Smoothie,2013-08-18,49,57,275,165,8550,5700,3990,4275,1425,6840,4845,4070
