item_name,month,year,sale_units,price_per_unit,stock_level,stock_apple,sale_apple,stock_banana,sale_banana,stock_cucumber,sale_cucumber,stock_okra,sale_okra,stock_oranges,sale_oranges,stock_patato,sale_patato,stock_tamto,sale_tamto
Fruity Veggie Smoothie,October,2024,83,1125,122,12200,8300,12200,8300,9150,6225,0,0,15860,10790,0,0,0,0
Fruity Veggie Smoothie,November,2024,99,846,141,14100,9900,14100,9900,10575,7425,0,0,18330,12870,0,0,0,0
Fruity Veggie Smoothie,December,2024,87,1308,121,12100,8700,12100,8700,9075,6525,0,0,15730,11310,0,0,0,0
Spicy Veggie Stir-Fry,January,2020,75,425,123,0,0,0,0,9225,5625,7380,4500,0,0,18450,11250,6150,3750
Spicy Veggie Stir-Fry,February,2020,69,643,129,0,0,0,0,9675,5175,7740,4140,0,0,19350,10350,6450,3450
Spicy Veggie Stir-Fry,March,2020,79,444,129,0,0,0,0,9675,5925,7740,4740,0,0,19350,11850,6450,3950
Spicy Veggie Stir-Fry,April,2020,81,385,128,0,0,0,0,9600,6075,7680,4860,0,0,19200,12150,6400,4050
Spicy Veggie Stir-Fry,May,2020,81,390,130,0,0,0,0,9750,6075,7800,4860,0,0,19500,12150,6500,4050
Spicy Veggie Stir-Fry,June,2020,72,539,120,0,0,0,0,9000,5400,7200,4320,0,0,18000,10800,6000,3600
Spicy Veggie Stir-Fry,July,2020,67,395,121,0,0,0,0,9075,5025,7260,4020,0,0,18150,10050,6050,3350
Spicy Veggie Stir-Fry,August,2020,72,605,126,0,0,0,0,9450,5400,7560,4320,0,0,18900,10800,6300,3600
Spicy Veggie Stir-Fry,September,2020,68,530,124,0,0,0,0,9300,5100,7440,4080,0,0,18600,10200,6200,3400
Spicy Veggie Stir-Fry,October,2020,68,422,115,0,0,0,0,8625,5100,6900,4080,0,0,17250,10200,5750,3400
Spicy Veggie Stir-Fry,November,2020,73,460,130,0,0,0,0,9750,5475,7800,4380,0,0,19500,10950,6500,3650
Spicy Veggie Stir-Fry,December,2020,73,497,126,0,0,0,0,9450,5475,7560,4380,0,0,18900,10950,6300,3650
Spicy Veggie Stir-Fry,January,2021,75,672,105,0,0,0,0,7875,5625,6300,4500,0,0,15750,11250,5250,3750
Spicy Veggie Stir-Fry,February,2021,80,771,119,0,0,0,0,8925,6000,7140,4800,0,0,17850,12000,5950,4000
Spicy Veggie Stir-Fry,March,2021,78,588,132,0,0,0,0,9900,5850,7920,4680,0,0,19800,11700,6600,3900
Spicy Veggie Stir-Fry,April,2021,65,425,105,0,0,0,0,7875,4875,6300,3900,0,0,15750,9750,5250,3250
Spicy Veggie Stir-Fry,May,2021,72,582,117,0,0,0,0,8775,5400,7020,4320,0,0,17550,10800,5850,3600
Spicy Veggie Stir-Fry,June,2021,75,646,132,0,0,0,0,9900,5625,7920,4500,0,0,19800,11250,6600,3750
Spicy Veggie Stir-Fry,July,2021,73,604,134,0,0,0,0,10050,5475,8040,4380,0,0,20100,10950,6700,3650
Spicy Veggie Stir-Fry,August,2021,71,634,135,0,0,0,0,10125,5325,8100,4260,0,0,20250,10650,6750,3550
Spicy Veggie Stir-Fry,September,2021,85,640,111,0,0,0,0,8325,6375,6660,5100,0,0,16650,12750,5550,4250
Spicy Veggie Stir-Fry,October,2021,69,506,116,0,0,0,0,8700,5175,6960,4140,0,0,17400,10350,5800,3450
Spicy Veggie Stir-Fry,November,2021,79,520,124,0,0,0,0,9300,5925,7440,4740,0,0,18600,11850,6200,3950
Spicy Veggie Stir-Fry,December,2021,82,628,135,0,0,0,0,10125,6150,8100,4920,0,0,20250,12300,6750,4100
Spicy Veggie Stir-Fry,January,2022,75,806,115,0,0,0,0,8625,5625,6900,4500,0,0,17250,11250,5750,3750
Spicy Veggie Stir-Fry,February,2022,77,925,111,0,0,0,0,8325,5775,6660,4620,0,0,16650,11550,5550,3850
Spicy Veggie Stir-Fry,March,2022,81,705,118,0,0,0,0,8850,6075,7080,4860,0,0,17700,12150,5900,4050
Spicy Veggie Stir-Fry,April,2022,69,548,109,0,0,0,0,8175,5175,6540,4140,0,0,16350,10350,5450,3450
Spicy Veggie Stir-Fry,May,2022,68,698,109,0,0,0,0,8175,5100,6540,4080,0,0,16350,10200,5450,3400
Spicy Veggie Stir-Fry,June,2022,72,775,127,0,0,0,0,9525,5400,7620,4320,0,0,19050,10800,6350,3600
Spicy Veggie Stir-Fry,July,2022,85,724,117,0,0,0,0,8775,6375,7020,5100,0,0,17550,12750,5850,4250
Spicy Veggie Stir-Fry,August,2022,80,760,122,0,0,0,0,9150,6000,7320,4800,0,0,18300,12000,6100,4000
Spicy Veggie Stir-Fry,September,2022,79,655,126,0,0,0,0,9450,5925,7560,4740,0,0,18900,11850,6300,3950
Spicy Veggie Stir-Fry,October,2022,81,554,112,0,0,0,0,8400,6075,6720,4860,0,0,16800,12150,5600,4050
Spicy Veggie Stir-Fry,November,2022,65,624,109,0,0,0,0,8175,4875,6540,3900,0,0,16350,9750,5450,3250
Spicy Veggie Stir-Fry,December,2022,77,656,123,0,0,0,0,9225,5775,7380,4620,0,0,18450,11550,6150,3850
Spicy Veggie Stir-Fry,January,2023,71,967,129,0,0,0,0,9675,5325,7740,4260,0,0,19350,10650,6450,3550
Spicy Veggie Stir-Fry,February,2023,73,1110,111,0,0,0,0,8325,5475,6660,4380,0,0,16650,10950,5550,3650
Spicy Veggie Stir-Fry,March,2023,67,846,115,0,0,0,0,8625,5025,6900,4020,0,0,17250,10050,5750,3350
Spicy Veggie Stir-Fry,April,2023,71,657,109,0,0,0,0,8175,5325,6540,4260,0,0,16350,10650,5450,3550
Spicy Veggie Stir-Fry,May,2023,68,837,110,0,0,0,0,8250,5100,6600,4080,0,0,16500,10200,5500,3400
Spicy Veggie Stir-Fry,June,2023,69,930,119,0,0,0,0,8925,5175,7140,4140,0,0,17850,10350,5950,3450
Spicy Veggie Stir-Fry,July,2023,83,868,119,0,0,0,0,8925,6225,7140,4980,0,0,17850,12450,5950,4150
Spicy Veggie Stir-Fry,August,2023,70,912,115,0,0,0,0,8625,5250,6900,4200,0,0,17250,10500,5750,3500
Spicy Veggie Stir-Fry,September,2023,77,786,110,0,0,0,0,8250,5775,6600,4620,0,0,16500,11550,5500,3850
Spicy Veggie Stir-Fry,October,2023,67,664,121,0,0,0,0,9075,5025,7260,4020,0,0,18150,10050,6050,3350
Spicy Veggie Stir-Fry,November,2023,67,748,124,0,0,0,0,9300,5025,7440,4020,0,0,18600,10050,6200,3350
Spicy Veggie Stir-Fry,December,2023,78,787,105,0,0,0,0,7875,5850,6300,4680,0,0,15750,11700,5250,3900
Spicy Veggie Stir-Fry,January,2024,73,1160,110,0,0,0,0,8250,5475,6600,4380,0,0,16500,10950,5500,3650
Spicy Veggie Stir-Fry,February,2024,69,1332,114,0,0,0,0,8550,5175,6840,4140,0,0,17100,10350,5700,3450
Spicy Veggie Stir-Fry,March,2024,83,1015,133,0,0,0,0,9975,6225,7980,4980,0,0,19950,12450,6650,4150
Spicy Veggie Stir-Fry,April,2024,80,788,108,0,0,0,0,8100,6000,6480,4800,0,0,16200,12000,5400,4000
Spicy Veggie Stir-Fry,May,2024,66,1004,118,0,0,0,0,8850,4950,7080,3960,0,0,17700,9900,5900,3300
Spicy Veggie Stir-Fry,June,2024,72,1116,126,0,0,0,0,9450,5400,7560,4320,0,0,18900,10800,6300,3600
Spicy Veggie Stir-Fry,July,2024,81,1041,131,0,0,0,0,9825,6075,7860,4860,0,0,19650,12150,6550,4050
Spicy Veggie Stir-Fry,August,2024,80,1094,113,0,0,0,0,8475,6000,6780,4800,0,0,16950,12000,5650,4000
Spicy Veggie Stir-Fry,September,2024,73,943,133,0,0,0,0,9975,5475,7980,4380,0,0,19950,10950,6650,3650
Spicy Veggie Stir-Fry,October,2024,75,796,115,0,0,0,0,8625,5625,6900,4500,0,0,17250,11250,5750,3750
Spicy Veggie Stir-Fry,November,2024,76,897,128,0,0,0,0,9600,5700,7680,4560,0,0,19200,11400,6400,3800
Spicy Veggie Stir-Fry,December,2024,69,944,120,0,0,0,0,9000,5175,7200,4140,0,0,18000,10350,6000,3450
